"","GSM3141461_CON_GC_1.CEL","GSM3141462_CON_GC_2.CEL","GSM3141463_CON_GC_3.CEL","GSM3141464_PCOS_GC_1.CEL","GSM3141465_PCOS_GC_2.CEL","GSM3141466_PCOS_GC_3.CEL"
"TC16001733.hg.1",7.37006842370951,7.40840561242183,7.61260685187057,7.557232966323,7.5581657952719,7.45424462039827
"TC16001734.hg.1",6.12592459544668,6.21787645518734,6.32099373494472,6.51436147314621,6.47517329864236,6.13742802468234
"TC16001735.hg.1",7.41360868893755,7.59073258938068,7.58828909088938,7.52539243627124,7.5367369549648,7.39006672655812
"TC16001736.hg.1",6.10321516337964,6.2426420910689,6.24499637042065,6.15998638583721,6.17576852464002,6.08180124142843
"TC16001737.hg.1",6.4788689808899,6.43966288157659,6.46007458156971,6.4864855032432,6.50356048847621,6.5466606035225
"TC16001738.hg.1",5.6176481280833,6.129285231992,5.85169241412806,5.90945579031698,6.03117228632915,5.70214203121948
"TC16001739.hg.1",6.00446329660502,6.06861684097552,6.06703866362109,6.21194912033965,6.1525674066644,6.1169714581378
"TC16001740.hg.1",4.40271463687307,4.46938595000738,4.49493369683606,4.50733734413201,4.56810092895176,4.54427467233532
"TC16001741.hg.1",7.77009465755968,7.89879361931916,7.85114960436051,7.81134575445841,7.8827128714113,7.83837622701647
"TC16001742.hg.1",3.08520020145271,2.90528834460529,2.95949967179626,3.90958120278253,3.246519269423,2.85112239516671
"TC16001743.hg.1",6.90910024525083,6.99090294223905,6.80469950705507,6.9627961747477,7.00194339662449,6.84272827723034
"TC16001744.hg.1",6.11071184299338,6.28317100542743,6.29803932137481,6.15531948904084,6.28393624546498,6.14328430852355
"TC16001745.hg.1",6.97123466037803,6.97407551075687,6.90865779769359,6.9504307241852,6.85105059487956,7.09183304196586
"TC16001746.hg.1",5.70772461229941,5.73931653255554,5.72475211531878,5.88411281704534,5.86863518019296,5.65666027315143
"TC16001747.hg.1",5.71756763731446,6.08449565400227,5.78941874565209,6.06166011370454,6.1467116537357,5.72852274420727
"TC16001748.hg.1",2.76737595898213,2.78579847822855,2.98424402979204,2.7735454631594,3.09624953985087,3.10290992202849
"TC16001749.hg.1",5.92483934770205,5.87369923533408,6.13345359553527,6.07602389115952,6.06569385559463,5.96336113565075
"TC16001750.hg.1",6.10051039137877,5.82954146102685,5.98386167274277,6.05534124186792,5.96142885044476,6.03383087187944
"TC16001751.hg.1",6.33580776530425,6.1747611924578,6.23112692147117,6.2279962655828,6.18075330713233,6.35456368626798
"TC16001752.hg.1",5.91744327408086,6.01719650430785,6.16164323386637,6.11133045697032,5.94824335123905,6.01348520404213
"TC16001753.hg.1",4.32034075088159,4.28078377411219,4.39685255630424,4.43565645328766,4.38382930090115,4.41389544411114
"TC16001754.hg.1",5.13293069824208,5.26755650398184,5.25872788986692,5.19120868696557,5.09081690648979,5.24739154992509
"TC16001755.hg.1",6.05027299856695,6.03521457974931,6.0356135643131,6.14163394481242,6.08146804759891,6.00514258730138
"TC16001756.hg.1",6.07193193734202,6.22214698141177,6.13361097556954,6.01153551462097,6.14877439639075,6.11431259502401
