"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"GFAP",-0.112125705282163,4.356930609665,-1.80865916571657,0.0750501655906075,0.124476006777665,-4.85818646019649,"No"
"EBF3",0.227874654661969,4.35960709716918,1.80854350925052,0.0750683498551687,0.124493723515558,-4.85838346368747,"No"
"FAM117A",-0.0822124669142204,5.06777850607585,-1.80843345546725,0.0750856566458295,0.124509981650934,-4.85857091328059,"No"
"PBXIP1",-0.127816977574777,4.83082071037534,-1.80739336024074,0.0752493841124444,0.124769012785962,-4.86034195120979,"No"
"AGR3",-0.466375167728739,3.81343430858165,-1.80709466977143,0.0752964577852279,0.124834590916982,-4.86085038082349,"No"
"CNNM3",-0.117817752211581,4.8762823793175,-1.80673611987561,0.0753529977852424,0.124915848676155,-4.86146060263239,"No"
"ESS2",0.133186653597959,5.82655118608998,1.80660709449092,0.0753733525653408,0.124937110425459,-4.86168016623433,"No"
"ABCA6",0.457145679789754,4.05606044740987,1.80577050580738,0.0755054424876553,0.125143558993223,-4.86310345263026,"No"
"PABPC4L",0.22985187710275,4.49316824268307,1.80543486110038,0.0755584920963878,0.125218977114497,-4.86367431676758,"No"
"EIF6",0.185407557063814,6.25232659830179,1.8051980457403,0.0755959401605686,0.125268527164417,-4.86407703437072,"No"
"H2BC14",0.326319257217019,4.53887877318083,1.80513766740385,0.0756054903800846,0.125271842972254,-4.86417970343092,"No"
"SLC2A8",-0.10154053807974,4.70366113952454,-1.80500448170147,0.0756265603162603,0.125294243399363,-4.8644061652588,"No"
"PPIG",0.2407799657659,4.94397943318954,1.80446126005667,0.0757125485780945,0.125424182001088,-4.86532967383472,"No"
"COBL",-0.293408339210409,5.31971055829756,-1.80401969821378,0.0757825048999445,0.125527539060659,-4.86608016971551,"No"
"PTPN22",0.316009128957759,4.41975304718125,1.80343430176955,0.0758753319898664,0.125668755268973,-4.8670748766389,"No"
"ENPP1",0.330378453054665,4.67553539352918,1.80300858539135,0.0759428979767189,0.125758704813836,-4.86779807159918,"No"
"VPS54",0.151652133664351,4.43730156259734,1.80299661727851,0.075944798176416,0.125758704813836,-4.86781840046118,"No"
"NOMO2",0.318281161044672,7.71377376974245,1.80287408963574,0.0759642544021689,0.125778371338015,-4.868026517113,"No"
"TATDN3",-0.105379518326073,4.43886480544853,-1.80272360684123,0.0759881553310631,0.125805392553493,-4.86828209888605,"No"
"ITGA7",0.150760656308405,5.09898243428877,1.80250189464939,0.0760233809376973,0.125851155554684,-4.86865862238312,"No"
"MICAL1",0.108276569713915,5.07357257946914,1.80218533270209,0.0760736998760232,0.125921892842167,-4.86919615225418,"No"
"GRAPL",0.145103672963518,4.35859810480553,1.80190177722972,0.0761187958773487,0.125983971552835,-4.869677563873,"No"
"VIPAS39",0.187158730248602,5.56485359068334,1.80169619750039,0.0761515047428698,0.126025538017671,-4.87002654789378,"No"
"UBAP2",0.17531318406803,5.84893946059784,1.8010505522059,0.076254306709778,0.126183083919232,-4.87112233578047,"No"
"SCCPDH",0.245353689033976,5.35794517998501,1.80093511317925,0.0762726995213383,0.126200934874573,-4.87131822124665,"No"
"UNC13A",-0.101212397134405,3.70377617549886,-1.80058064882146,0.0763291991844716,0.126281827643781,-4.87191963160963,"No"
"LINC00324",-0.136245352756122,3.52515991303641,-1.80047309258871,0.0763463499566053,0.126297610525362,-4.87210209827927,"No"
"ZNF500",-0.0945607461622968,4.31147077364712,-1.80032498074248,0.0763699729331079,0.126324095978069,-4.87235335048379,"No"
"LMAN1",0.371369114289597,7.61514247451994,1.80016264125544,0.0763958721383547,0.126354340901411,-4.87262871653743,"No"
"AP1B1",0.150798516706762,5.79421136709526,1.79994246845423,0.0764310096198999,0.126399857846583,-4.87300214565802,"No"
"ZNF558",0.0989417187179038,4.67937872873882,1.79966985745152,0.0764745344144384,0.126459235084523,-4.87346445656836,"No"
"TMCO1",0.195164647250836,5.75297781446906,1.79932921652836,0.076528949847581,0.126536607589753,-4.87404204791682,"No"
"ZNF276",-0.098188572172357,4.66541667202315,-1.79909695978999,0.0765660700396467,0.12658282375723,-4.87443580616793,"No"
"RGCC",0.253454992292597,5.82707083102631,1.79901826699066,0.0765786504395967,0.12658282375723,-4.87456920818734,"No"
"KCNK15",-0.150199726394059,4.66636509828786,-1.79899783807568,0.0765819166354883,0.12658282375723,-4.87460383893691,"No"
"TMEM147-AS1",-0.110879969581192,4.31672413878103,-1.79896345463808,0.0765874141570804,0.12658282375723,-4.87466212435322,"No"
"ZNF738",0.143318865868733,5.08485630376444,1.79886162509286,0.0766036974767189,0.126597127370648,-4.87483473578103,"No"
"GALK1",-0.107170861405879,4.92519569678498,-1.79878517153364,0.0766159248803372,0.126604725897661,-4.87496432652669,"No"
"CEACAM5",0.97427651208853,7.8658500895379,1.79850243486746,0.0766611577822115,0.126666857735539,-4.87544352916715,"No"
"MCAT",-0.11343256796764,5.22352773491189,-1.79838714417854,0.0766796086582191,0.126684729796345,-4.87563891265054,"No"
"C14orf119",0.199001999301593,5.5392164294713,1.79806803485388,0.0767306975433777,0.126756515185148,-4.87617964913721,"No"
"IRAK3",0.355457398452742,4.98078731146464,1.79800591081104,0.0767406468015665,0.126760331776348,-4.87628490935324,"No"
"IER5",0.183249080260033,4.63232362516964,1.79733908580345,0.0768475075739778,0.126924210279943,-4.87741454087458,"No"
"MIR4669",-0.189183053934609,5.20943121441787,-1.79690450284743,0.0769172175871475,0.127026702691195,-4.8781505399556,"No"
"TXNDC12",0.228496303160988,5.98876893771431,1.79682293693033,0.0769303071796362,0.127035676916995,-4.87828866005929,"No"
"DHX33",0.171435593294352,4.86309642729162,1.79654541419626,0.0769748575760693,0.127096595683313,-4.87875856226796,"No"
"RAB34",0.116159017281444,4.46917705556628,1.79623973455673,0.0770239528546653,0.127165005837262,-4.87927606384198,"No"
"LINC00880",0.106570580194564,3.52115464746235,1.79528510559207,0.0771774441026903,0.127405740891369,-4.88089169397057,"No"
"DCAF12",0.159996119026514,5.63397118933484,1.79523438871037,0.0771856058082668,0.127406539618261,-4.88097750634048,"No"
"COLEC12",0.446695539137921,5.78197041572268,1.79501963445968,0.0772201734952585,0.127450920925037,-4.88134084371436,"No"
"CAND2",-0.0913929690202266,4.25903618268011,-1.79495062799004,0.0772312837859859,0.127456581118314,-4.881457585696,"No"
"MTO1",0.0955126331228708,4.22398857365973,1.79432982574108,0.0773312951025001,0.127602722671855,-4.88250764791325,"No"
"AGFG2",0.164967908204727,5.19692492414861,1.79430549826378,0.0773352164584091,0.127602722671855,-4.88254879017866,"No"
"PIEZO2",0.300034248061321,4.131002788986,1.79352799020501,0.07746063059662,0.127796948112976,-4.88386343435283,"No"
"VRK1",0.218364630284867,4.69748937247252,1.7931662695494,0.0775190348415628,0.127880590929605,-4.88447487153325,"No"
"ZMYND11",0.18154117586508,6.2994754258744,1.79278941904461,0.0775799210042338,0.127968311048137,-4.88511176487588,"No"
"POLR2C",0.168343997998521,5.0308130268205,1.79220710172265,0.077674081923705,0.128110895084182,-4.88609566765891,"No"
"RAB33A",-0.131565547514425,3.67854195372237,-1.79138267949143,0.077807554079117,0.128318281891162,-4.88748814433583,"No"
"IQSEC1",0.168020389490549,5.842568638433,1.79132907104445,0.0778162397801999,0.128319853216003,-4.88757867071555,"No"
"EPHA4",0.180099685567043,4.14037955436725,1.79110886874794,0.0778519256766711,0.128365943429917,-4.88795049155823,"No"
"CAMKK2",0.0933660228187625,5.33438291244661,1.79026950414262,0.0779880777915652,0.128577661487653,-4.8893674146137,"No"
"SPRN",-0.136048793309239,4.59770736360022,-1.79012741870245,0.078011144877319,0.12860291457324,-4.889607208142,"No"
"MRM3",-0.166123917547869,4.5313382747226,-1.78994849229021,0.0780402010510307,0.128636719457084,-4.88990915261811,"No"
"HTATSF1P2",0.105757365418361,3.80194687731351,1.7899056779317,0.0780471550858097,0.128636719457084,-4.88998139927045,"No"
"MAOB",-0.269081791752692,4.86490189479981,-1.78955801368963,0.0781036428500002,0.128717037387318,-4.89056800382477,"No"
"DARS2",0.24429591047137,4.76077939529345,1.7892922515669,0.0781468462820781,0.128757840589629,-4.89101634756821,"No"
"ZNF219",-0.0917909295936123,4.23662003219094,-1.78927169911597,0.0781501882055247,0.128757840589629,-4.89105101727729,"No"
"RABIF",0.118110392581463,5.03200451234684,1.78923061965996,0.0781568682714271,0.128757840589629,-4.89112031269079,"No"
"ARHGAP24",-0.192917276709943,4.16476942765026,-1.78921481252211,0.0781594388489413,0.128757840589629,-4.89114697678272,"No"
"PRELID3B",0.290920369800863,5.73693687318895,1.78909843393669,0.0781783666544153,0.12877043584707,-4.8913432821205,"No"
"LYPLA2P2",-0.130071431976179,4.21751661626635,-1.78907237976663,0.0781826046257217,0.12877043584707,-4.89138722824982,"No"
"MRAS",0.0907216732312408,4.79687032934568,1.7890119494257,0.0781924349613251,0.128773845350162,-4.89148915517612,"No"
"RGS2",0.4547097942982,6.40549498030207,1.78808697109105,0.0783430316813989,0.12900905703296,-4.89304891292967,"No"
"GRTP1",-0.121909413517077,4.48069375923274,-1.78794201264161,0.0783666543937638,0.129035152114518,-4.89329328496703,"No"
"C9orf50",-0.109627914364607,4.12075138367038,-1.78764055032782,0.0784158002701533,0.129103263189099,-4.89380143494939,"No"
"PRSS1",-0.558917393006158,3.8405448471293,-1.78742227078049,0.0784514012921138,0.12914906280172,-4.89416932222915,"No"
"ZNRF4",-0.134201110673873,4.25630135773429,-1.78695878758551,0.0785270392244618,0.129260756759321,-4.89495033965878,"No"
"NCOR2",0.111763558898328,5.99393079164275,1.78681280041225,0.0785508761022739,0.129287169018164,-4.89519630526205,"No"
"NTN1",-0.198119635678291,5.30534562803802,-1.78674508708144,0.0785619344219824,0.129292545849289,-4.89531038547959,"No"
"TUBB2A",0.229076724669066,5.30531198237174,1.78661863657139,0.078582588627796,0.129301458806757,-4.895523412838,"No"
"CNOT7",0.16693394828631,4.98926425475532,1.78656452905253,0.0785914278361017,0.129301458806757,-4.89561456197167,"No"
"THTPA",-0.0717609730074322,4.21563455327105,-1.78653891152787,0.0785956131001561,0.129301458806757,-4.89565771619596,"No"
"SNAPC2",-0.109447455613354,4.66691894069138,-1.7865211289447,0.0785985184394214,0.129301458806757,-4.89568767167187,"No"
"RSBN1L",0.181841736304406,4.48583360042083,1.78644942513604,0.0786102343985238,0.129307913323662,-4.89580845687953,"No"
"AUH",-0.174347404450215,4.64039199870716,-1.78612221087933,0.078663717637012,0.129383063779223,-4.89635959421721,"No"
"C1D",-0.0788100137583845,4.52238426768324,-1.78570515536727,0.0787319293395379,0.129482421750277,-4.89706192150664,"No"
"ZFPL1",-0.100015322402171,5.36597537120074,-1.78527942825675,0.0788016100886108,0.12958417578143,-4.89777869869755,"No"
"CHIC1",0.202715317759661,3.85280834184922,1.78505466492881,0.0788384188476779,0.12962570307202,-4.89815705996607,"No"
"GAS8",-0.0926413352193434,5.00029396255484,-1.78502983215636,0.0788424865075268,0.12962570307202,-4.89819886022106,"No"
"TAF7",0.221734053412161,7.03557599434068,1.78493559439301,0.0788579244382361,0.129638240353486,-4.89835748300723,"No"
"MAD2L2",-0.102066268114222,5.0626129995804,-1.78457676237064,0.0789167309444526,0.129722063723848,-4.89896140643295,"No"
"COQ5",0.168720442326215,4.25759004442166,1.78382153852412,0.0790406185853528,0.129912839223984,-4.90023210808511,"No"
"MAD2L1",0.192083731840005,3.64208098152238,1.78348216138778,0.0790963430008567,0.129991553506607,-4.90080296832872,"No"
"FIG4",0.144089478230464,4.64884805221008,1.78336010482446,0.0791163922060299,0.130011627279348,-4.90100825344725,"No"
"RFXANK",-0.103382995014154,5.07125638494033,-1.78250161424207,0.0792575286999064,0.130230659594638,-4.9024517764264,"No"
"DBF4",0.175878157444654,3.99123988015618,1.78153171012643,0.0794172335350859,0.130480155770417,-4.90408187994762,"No"
"GLI4",-0.121845991242731,4.8809628868056,-1.78144899520113,0.0794308657866435,0.130489633389126,-4.90422086050296,"No"
"CLDN14",-0.109596295679608,4.46454851823898,-1.78134367229107,0.0794482268778395,0.130505234291315,-4.90439781933556,"No"
"UNC13D",0.145215489926058,5.15142688790531,1.78101853696148,0.0795018410514596,0.13056940162525,-4.90494403734324,"No"
"MRPL21",0.176920621331928,5.13574334862867,1.78101134555572,0.0795030272400583,0.13056940162525,-4.90495611767707,"No"
"PTPN18",-0.110872616244136,5.17305204032676,-1.78072693315535,0.0795499515310426,0.130633537427622,-4.90543384651058,"No"
"UPK3B",0.103879003206097,5.3872364005136,1.78037888742733,0.0796074058123408,0.130714950727289,-4.90601836647961,"No"
"LOC100996740",0.141279174432005,5.45248541521324,1.78028767004602,0.0796224693922045,0.130726749489882,-4.90617154296551,"No"
"CENPO",0.149655547001734,4.48175711185703,1.78023564883296,0.0796310612030979,0.130727921409201,-4.90625889623121,"No"
"SNX13",0.193706771922253,4.78108253764814,1.78000196934744,0.0796696651588276,0.13077835825953,-4.90665125889991,"No"
"ZNF407",0.121496670594524,4.56120182009756,1.77992340871829,0.0796826469041815,0.130786730240157,-4.90678315669314,"No"
"NTHL1",-0.0925423750334264,4.82762706055201,-1.77919696107559,0.0798027720291076,0.130970942443973,-4.90800256146786,"No"
"SNORD126",-0.392651151895973,3.95412410051747,-1.77865948517149,0.0798917457163158,0.131103998063345,-4.90890447059292,"No"
"SAP130",0.214490251867961,6.3819425363465,1.77839903762244,0.0799348898176287,0.131161827512482,-4.90934142464962,"No"
"MIR330",0.137698174589014,3.56983452642533,1.77795308875917,0.0800088078657558,0.13126016063854,-4.91008946045649,"No"
"CRTC2",0.115085212741898,5.64033800026931,1.77794205264037,0.0800106378726548,0.13126016063854,-4.91010797031547,"No"
"CDC25C",0.267538590918841,3.59801179964584,1.77779417225573,0.0800351627233289,0.131287415008988,-4.91035598632893,"No"
"MYO5C",-0.336183949126401,5.3281029118477,-1.77745236382107,0.0800918729941499,0.131367454825039,-4.9109291751499,"No"
"AFAP1L1",0.126275841158852,4.59008469516531,1.77715693140933,0.0801409158075735,0.131434903825941,-4.91142451413767,"No"
"FOXP1",0.182480301921885,5.79222925915503,1.77689809311714,0.0801839043772487,0.13149241122997,-4.91185843597793,"No"
"ANKRD12",0.28422040739563,5.47726179877882,1.77680059743323,0.0802001016938199,0.131505977026408,-4.91202186489471,"No"
"SPRY3",0.146909194339458,3.6525584243501,1.77601710500825,0.0803303649121099,0.131703511378641,-4.91333491320003,"No"
"MED15P9",-0.114745966053148,3.78784969770812,-1.77598057045239,0.0803364434238043,0.131703511378641,-4.9133961283409,"No"
"MTURN",-0.175810810212956,5.01505104939451,-1.77581960367728,0.0803632291524929,0.131734409222213,-4.91366582115318,"No"
"CRAMP1",0.078406789128338,4.87357648273479,1.77571404292785,0.0803807990516789,0.131750195521885,-4.91384267155367,"No"
"TUBG1",0.223815552221259,6.66095920742019,1.77531804127277,0.0804467393932097,0.131845253678116,-4.91450602497858,"No"
"C3orf70",0.341167293826969,5.06439340379024,1.77452451158961,0.0805790094962347,0.132048991070563,-4.91583488498376,"No"
"PHKA2",0.163211148965039,5.10094695308152,1.77385039994245,0.0806915161833788,0.132220304092721,-4.91696334207276,"No"
"TMEM62",0.282167892803243,5.27584690268423,1.77316158776135,0.0808066110722983,0.132395823867863,-4.91811600612036,"No"
"EVA1C",-0.0951433395649453,4.60418864988137,-1.77301150940057,0.0808317060207841,0.132423865110958,-4.91836709463784,"No"
"RAB4A",-0.168921759698494,5.47328643593876,-1.77257168191949,0.0809052878668084,0.132531327429597,-4.91910283674897,"No"
"ZNF431",0.148823313251169,5.64192769978351,1.77199819844265,0.0810013135041616,0.132675530183403,-4.92006190956545,"No"
"SOD1",0.221413446199072,7.15260221318915,1.7717481719158,0.0810432082407809,0.132731049896123,-4.92047995668843,"No"
"PACC1",0.101138605712516,3.71156766599493,1.77169393762786,0.0810522981754743,0.132732836862116,-4.92057062995727,"No"
"RTF1",0.24385556013251,6.01024394411274,1.77125793282443,0.0811254054970192,0.132839449261648,-4.92129948657744,"No"
"KBTBD6",0.108021538551668,4.18719454410094,1.77114028422488,0.0811451416607842,0.132858656213029,-4.92149612846275,"No"
"TFAP4",-0.102475775200561,4.56131649260874,-1.77097165767371,0.0811734365918448,0.132890102794616,-4.92177795597642,"No"
"FAM120B",0.124367253412364,4.74656809943603,1.77093037626696,0.0811803647118854,0.132890102794616,-4.92184694636239,"No"
"ACTR1B",-0.102988723163426,5.71119870043744,-1.77055371007417,0.0812436020124401,0.13296724449292,-4.92247637172782,"No"
"OSR2",0.151218618000829,4.24876247614661,1.77053013535916,0.0812475612564781,0.13296724449292,-4.92251576204933,"No"
"GBP4",0.383918526296949,5.4548979473893,1.77050651568074,0.0812515282124988,0.13296724449292,-4.92255522702179,"No"
"PRUNE1",0.16139045558595,5.1949339109767,1.7704156666507,0.0812667879250402,0.132979102537039,-4.9227070177985,"No"
"MYL12B",0.137589593951932,5.8402210868069,1.7701559493397,0.081310425195155,0.13303738865001,-4.92314091513135,"No"
"ANK2",0.400270358230504,4.57808961480216,1.76932157147333,0.0814507476080947,0.133253840659442,-4.92453447969261,"No"
"ADORA2B",-0.142941743992955,6.04479685311245,-1.76802068751881,0.0816699261105226,0.133599246241918,-4.92670600606625,"No"
"KL",-0.195877223662649,3.89561684652351,-1.76785593426866,0.0816977193278414,0.133631538149453,-4.9269809203111,"No"
"OPCML",-0.0862895665780155,3.6862320475909,-1.76769264890853,0.0817252726611278,0.133663431356077,-4.92725336223609,"No"
"FOXI2",-0.156828745180037,4.91659820863338,-1.76710489224736,0.0818245165779465,0.133812558203848,-4.92823384627764,"No"
"KCNJ5",-0.15759642588407,4.05492204021398,-1.76678698278012,0.0818782378975852,0.133887217153383,-4.92876405326265,"No"
"NFYC-AS1",-0.122482746854235,3.64366413038264,-1.76661661304097,0.0819070395404742,0.133921116773537,-4.92904815898664,"No"
"GSDME",0.0892971472872763,3.82536769687434,1.7662241026851,0.0819734268758745,0.134006308840586,-4.92970260805623,"No"
"UPF3B",0.164486546047907,4.28952433297387,1.76621306284255,0.0819752947475469,0.134006308840586,-4.9297210133431,"No"
"TPTEP1",-0.12362205006491,4.13279720179409,-1.76555439428832,0.0820868012189138,0.134175372283949,-4.93081893640696,"No"
"TM7SF3",0.253533597584512,5.72261553744652,1.7653403166267,0.0821230696581949,0.13422143385286,-4.93117569867498,"No"
"IGFL1",-0.219947959999223,4.09342004467065,-1.7651279901109,0.0821590545506933,0.134267022967718,-4.93152950385889,"No"
"SHPRH",0.162515311592333,4.40813807518421,1.7649447934015,0.0821901130605073,0.134304553040478,-4.93183473824936,"No"
"HCG9",-0.103359697458542,4.28338052306638,-1.76487815660443,0.0822014128378336,0.134309791712388,-4.93194575845058,"No"
"CBY1",-0.0846414378080684,4.18883472945419,-1.76466908780113,0.0822368735487495,0.134354502280984,-4.93229405272734,"No"
"HMGCL",-0.187228767373259,5.12401892501886,-1.76444197623312,0.082275408915692,0.134388995360533,-4.9326723625707,"No"
"PIK3CG",0.339127444147106,4.8744439267572,1.76442429902118,0.0822784089411449,0.134388995360533,-4.93270180643517,"No"
"ZNF25",0.209606634547872,4.68367175882357,1.76440147647645,0.0822822823227079,0.134388995360533,-4.93273982017374,"No"
"C6orf89",0.14208152941468,5.67320837824401,1.76426281316645,0.0823058191412736,0.13441420754161,-4.93297077127586,"No"
"PLEKHA5",0.25551710386662,5.44748373897298,1.76414123710724,0.0823264601499222,0.134434686058631,-4.93317324909897,"No"
"SNORD116-2",-0.476678179735262,5.97928814156906,-1.76404213325355,0.0823432890354144,0.134448936165863,-4.93333829140615,"No"
"LINC00667",0.231167811512377,4.51397447840731,1.76312724556684,0.0824987814316822,0.134689568976519,-4.9348614993792,"No"
"TRAPPC10",0.142601644161902,5.48804121167085,1.76295561176871,0.0825279790556692,0.134723982729934,-4.93514717472821,"No"
"FERMT1",0.378649858750667,5.25300242045846,1.76287610059667,0.0825415080672962,0.134732813778154,-4.93527950829711,"No"
"TENM4",0.144952393611584,4.01983325003888,1.76278312178861,0.0825573309609438,0.134745387033137,-4.9354342497089,"No"
"NDUFB10",-0.143962327088867,5.30085752507217,-1.76248199996748,0.0826085923565223,0.134807148165805,-4.93593534547348,"No"
"CD276",0.140657691175559,6.05354585525406,1.76246327055118,0.0826117816253641,0.134807148165805,-4.9359665104619,"No"
"ADIPOR2",-0.257443297112038,5.86125323392984,-1.76241769321661,0.0826195430183342,0.134807148165805,-4.93604234804033,"No"
"MIR1976",-0.168845143441978,5.34560735804649,-1.76195882780689,0.082697717182758,0.134921435348607,-4.93680576960054,"No"
"TPST1",0.114109598733849,4.71795048144296,1.76179504019921,0.0827256355462391,0.134953715715129,-4.93707822189454,"No"
"UBE2B",0.107793837954908,4.55931912621389,1.76155655716366,0.082766300064149,0.134995215271397,-4.93747488508525,"No"
"MRPS35",0.286084164312046,6.43480566408949,1.76155043123882,0.0827673448337467,0.134995215271397,-4.93748507354879,"No"
"CDIPTOSP",-0.094453761670136,3.6299250662805,-1.76122197332275,0.0828233789711064,0.135073331758874,-4.93803130828317,"No"
"ZNF275",0.0973222332656878,4.51579967731515,1.76086446345297,0.0828844050368811,0.135159573229364,-4.93862575210484,"No"
"STARD8",0.116022122796854,3.97294194096685,1.76070781343868,0.082911156553558,0.135189911747051,-4.93888618488421,"No"
"LINC01235",0.182035572672758,4.03064674609214,1.76012164129177,0.0830113221393888,0.135339937078111,-4.93986051737902,"No"
"CDC34",-0.129537050807084,5.09827735202794,-1.75993645155747,0.0830429883541866,0.135378263950228,-4.94016827761134,"No"
"BTN3A2",0.262870159653419,5.81212762621548,1.75962889047776,0.0830956013738079,0.135450727818956,-4.94067933745057,"No"
"TSEN15",0.122407553471527,4.26310455559276,1.75916387186732,0.0831752023596409,0.135567165107149,-4.94145188304625,"No"
"FOXD4L3",-0.104838837081791,3.98786549842145,-1.75901309686148,0.0832010252934713,0.135595935348641,-4.94170232905057,"No"
"NOTCH4",0.0987145352200365,4.61491124061738,1.75797143382088,0.0833796103693407,0.135873637873793,-4.94343205892729,"No"
"ABHD5",0.15303848118872,4.77351579003045,1.75756942192692,0.0834486170731936,0.135972736813882,-4.94409936944402,"No"
"SEC23IP",0.231421417591744,5.54354470521766,1.75750372347575,0.0834598989311983,0.135974630702003,-4.94420841091685,"No"
"NOMO3",0.310271923484605,7.72303286193433,1.75746722075295,0.0834661677914065,0.135974630702003,-4.94426899385997,"No"
"LMLN",0.192053084045027,4.49737733033692,1.75698742337006,0.0835486029137298,0.136095564616711,-4.94506519909192,"No"
"PARP2",0.124152380271036,4.62300365790285,1.75687571335734,0.0835678057503186,0.136113483374636,-4.94525054920069,"No"
"TRMT1L",0.180675218615058,4.53482777365071,1.75630154594966,0.0836665622281687,0.1362486737564,-4.94620304322458,"No"
"PDCD10",0.20058142385532,5.19036487729589,1.75629767562422,0.0836672282498321,0.1362486737564,-4.94620946279969,"No"
"TEX29",-0.093646418128627,3.73881211028296,-1.75604682262986,0.083710405440189,0.136305222187284,-4.94662551658183,"No"
"SEC14L4",-0.0882420591404287,3.89417101568512,-1.75594832028146,0.08372736485568,0.136305222187284,-4.94678887349599,"No"
"PIK3R3",0.178091202464858,4.77992697402963,1.7559181666997,0.0837325570481397,0.136305222187284,-4.94683887872123,"No"
"RAB4B",-0.0922335675685293,5.3359490388877,-1.75590508395334,0.0837348098696623,0.136305222187284,-4.94686057426527,"No"
"CCDC28A-AS1",0.123158206026235,4.85985378813698,1.75583309550278,0.0837472070280977,0.136312030742938,-4.94697995242797,"No"
"MEX3A",-0.132288331541671,4.39523446618762,-1.75566240963972,0.0837766069799085,0.136346510025952,-4.94726298234775,"No"
"WASL",0.27047981093519,6.74603328791084,1.7549787802771,0.0838944450623824,0.13652490157548,-4.94839632044564,"No"
"TMEFF1",0.132732732302575,4.0650953191982,1.75466064545366,0.0839493291515975,0.136600820547324,-4.94892359567472,"No"
"SCARNA12",0.263511598610994,7.33284097539275,1.75407282569028,0.0840508170479643,0.136752550063136,-4.94989761698442,"No"
"CAP2",0.383244016219699,5.07896729022591,1.75373891427199,0.0841085125404611,0.136833005597687,-4.95045077836952,"No"
"CYC1",-0.185343389375739,6.13082785837935,-1.75365357571611,0.0841232631774584,0.136843586821561,-4.95059213581897,"No"
"ZNF860",0.11190145542844,3.58776326765772,1.75348547280043,0.0841523257697039,0.13687744499338,-4.95087056845343,"No"
"TFPT",-0.0954574551939489,5.39867716332567,-1.75314329277501,0.0842115094855134,0.136960285053671,-4.95143725397023,"No"
"ECM1",0.258029951884181,4.77929762070148,1.75296269926945,0.0842427589626746,0.136997681519661,-4.95173629497271,"No"
"ADAT2",0.160263256869712,4.00198893875159,1.75279692452593,0.0842714526847965,0.137030914831114,-4.95201077325086,"No"
"ATP6V0CP3",-0.0832935430019051,4.15697749611101,-1.75235951083224,0.0843472028534758,0.137140651004368,-4.95273489913221,"No"
"ZNF664",0.215089845232292,6.72273535481495,1.75215720511769,0.0843822566872933,0.13718420372969,-4.95306975490975,"No"
"S1PR2",0.124766734982799,4.87446843988651,1.75207231217793,0.0843969698131479,0.13719468231577,-4.95321025896787,"No"
"ARHGEF11",0.0973372434658231,5.21290897872919,1.75189494625615,0.0844277166434518,0.137231220489905,-4.95350379264189,"No"
"CLCC1",0.271664954152485,5.58443497430613,1.75149211550217,0.0844975828086799,0.137331330962511,-4.95417036146666,"No"
"THUMPD3-AS1",0.12904971464365,4.14253834515596,1.75135400029625,0.0845215482469479,0.137356828088322,-4.95439887025832,"No"
"CD33",-0.0780166058621896,3.62985031119443,-1.75116337485134,0.0845546343818507,0.137397140906035,-4.95471422926343,"No"
"CILP",0.409700069708105,4.62400170085113,1.7510944337075,0.0845666028730856,0.137403134052285,-4.95482827356579,"No"
"RBM7",0.137259244569117,4.25587898801229,1.75090068370532,0.0846002462469184,0.137444339751455,-4.95514875819927,"No"
"WASF1",0.162608861377561,3.86605026861443,1.75058170285099,0.0846556592342773,0.137520901550034,-4.95567631873882,"No"
"TMPRSS3",-0.222609524387035,4.20184811162252,-1.75038973674833,0.0846890218373814,0.137554568255243,-4.95599376821734,"No"
"SLC46A2",-0.128470615030052,4.18389250642343,-1.75031896532715,0.0847013242470315,0.137554568255243,-4.95611079313808,"No"
"APIP",0.133267703338537,4.68875444147606,1.75028193670181,0.0847077616338624,0.137554568255243,-4.95617202054543,"No"
"TTC1",0.12026853496712,4.03571992439206,1.7502716986403,0.084709541581314,0.137554568255243,-4.95618894913141,"No"
"MIR602",-0.178952419413569,4.50827505612097,-1.75001899404947,0.0847534855759677,0.137612459848102,-4.95660676643501,"No"
"SLC2A6",-0.107039582787123,4.72586092184706,-1.74989711468712,0.0847746864945704,0.137633416269533,-4.9568082600125,"No"
"MIR4635",0.23552560683058,3.90298913653189,1.74934301721193,0.0848711270891263,0.137776509774698,-4.95772414499063,"No"
"NOMO1",0.307710147004277,7.71249171682721,1.74910023301955,0.0849134122328982,0.137831670017873,-4.9581253674526,"No"
"ZSCAN32",-0.0559923134063238,4.05153869241103,-1.74892715437269,0.0849435675670506,0.137867132258181,-4.95841136438887,"No"
"RASGRP1",0.257516874955782,4.44378364404588,1.74844190916077,0.0850281586307185,0.137990930495662,-4.95921305135537,"No"
"PHLPP2",0.1265437937,4.18512647726181,1.74830407315474,0.0850521997919813,0.138016448596532,-4.95944073712271,"No"
"VAV3",-0.180478771235429,4.00062948425539,-1.74819713727359,0.0850708552697822,0.138033223070966,-4.95961736896988,"No"
"TIMP4",0.36286975293609,4.21321372829072,1.74812798314819,0.0850829213408066,0.13803930355195,-4.95973158939235,"No"
"TRIM56",0.116783179426364,4.61403743754777,1.74794375634291,0.0851150722997185,0.138077965562765,-4.96003585290065,"No"
"GTF2F1",0.106173172545147,5.89335757187951,1.74713155406887,0.0852569363233972,0.138294584687239,-4.96137691432197,"No"
